	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
ARF3	0.22422402509693432	0.1806096635135942	0.15825413071340527	0.5370458988681249	-419.15599903403745			0.1674713080771034	0.25827708441229724
CYP2F1	1.5813871010258496	2.3425947539243385e-63	0.00547746104639129	0.15383443372031808	-177.47512455473998			0.09411658836271387	9.575356056665734e-62
ALDH1A1	-2.22476556050708	4.2664291994652937e-104	0.007529829052275624	0.21118435424729648	-257.0117677920002			0.10268319758419296	1.0463417611688633e-101
FABP1	-0.7176847845905773	9.263266714220213e-09	0.34831595153941386	0.301060542119122	-323.84522285263074			0.12495176110374459	4.73295033679689e-08
ACTN4	0.45406558967582134	0.00609870083028865	0.23421718994036775	0.5225960638429197	-426.5913800924445			0.16557071286731173	0.014143795542584315
DSP	0.47830908254301374	0.007144958860681759	0.09052140531722276	0.5215457791735986	-372.5315705199388			0.17780931752854676	0.016225010746131495
PDLIM1	0.3652042738293579	0.07124336167846962	0.10768490033115173	0.5760060444844961	-327.12291971595573			0.20245002238507692	0.11845718272301474
EEF1D	0.10474817621721418	0.5454240861566579	0.03507721436722327	0.6113132394665973	-464.04449119949254			0.1732430945021682	0.6236142523539411
CFL1	0.3044457201167275	0.0871251230056349	0.05293296681612463	0.6006017157496981	-442.2599998213482			0.17795916884971968	0.14034440996474193
CES1	-1.0175859405130354	2.9688521777276487e-10	0.017380935270866177	0.5215215941614667	-423.8196904963163			0.16151141312101636	1.7233396368939782e-09
GAPDH	1.7421587191578363	2.2310720806831755e-39	0.11217573459302231	0.33797816953563986	-342.1773311329266			0.1326903479994413	4.2090032906734524e-38
SPTAN1	0.46928741433047644	0.0024759557044888563	0.2571200196055418	0.45809383019145555	-399.58879561211006			0.15507151040061107	0.006459873792828638
RPL32	-0.08492418963629272	0.5471783979732203	0.08060161211384596	0.39382940536227745	-376.59576425987643			0.14107158236388675	0.6248917443675542
ABAT	0.5546097097358323	0.00047903241992603595	0.10785375928665061	0.4914782213829787	-412.0348157545243			0.15881316100357043	0.0014768944962846823
GSTM1	-2.284757819607662	2.635423189297233e-96	0.09709004490127568	0.24031723957940215	-283.1052291330593			0.10971867822675295	4.308916914500976e-94
SERPINA3	0.30263094152543485	0.07531760332317236	0.13841317567739547	0.5692546398554361	-443.48372862778865			0.17015834620161555	0.12438816306402707
ABCE1	0.31777610532036665	0.0962064604675305	0.12387369979818155	0.5905154649618418	-369.0764037683633			0.19102521255568916	0.15188682114085877
RPL30	0.13797180945545867	0.46236474700986285	0.091135230375574	0.5822596576273665	-370.0532585992622			0.18772733797234067	0.5504609427386838
H1-5	0.31500180189589766	0.057795856995449785	0.06777215120025522	0.4738240540815366	-351.0952138662258			0.16603133095016098	0.0998199572403807
PLGLB1	0.39141398443968517	0.01584098837673527	0.15635564046565362	0.42905055252492713	-328.6304771642134			0.16224019411181353	0.03342697228200068
CPAMD8	0.24252674549205158	0.1742622322044517	0.14146603162316052	0.5817686208699073	-424.56812747560434			0.17850763402598244	0.2513148055615337
KIF13B	0.3669020322326262	0.08221450538056575	0.14456732603201783	0.7488267211597196	-438.1594369370056			0.2111084321250165	0.13397413584441029
RPL3	0.31194089880852377	0.06617090869654546	0.007298160719727049	0.5588358240322733	-434.0634580969538			0.16978554653468392	0.11153550074108437
PSMA3	-0.04897294533497034	0.8082929585916401	0.03383831826232128	0.6667960925011626	-392.89927275400476			0.20184307358919754	0.8544562417870678
GSTP1	1.3932201421743615	1.644803746186762e-45	0.19769858909944035	0.19667585162695086	-248.08250112692917			0.09839869118560436	3.8417916071647943e-44
RPS7	-0.2488897412599616	0.16801105955597528	0.06443319793441035	0.6412797756080454	-473.86361339636346			0.18053504374434695	0.24381486601244343
TTR	0.11352603099326988	0.5412817630129841	0.01485423241850549	0.6062583092826154	-403.03247963213994			0.18584140779606395	0.619600244475773
PGK1	1.1076506705157663	4.3695008977293764e-10	0.07778869099073227	0.6099812647699565	-447.8607232587856			0.1775018030578614	2.4921397562049526e-09
LMNB2	0.36879294244074706	0.06914794324380856	0.05919326189931998	0.7119225964657077	-431.35325171221416			0.20291757788343406	0.11572765592448483
HSD3B2	-0.4519889149460365	0.003676942833740439	0.05422220777100196	0.474510738308199	-414.19948671910106			0.15561011796605453	0.00913185043012499
RPL7A	-0.16603729175061738	0.2712494841914802	0.056569661855247484	0.460985683556455	-412.8014168926527			0.1509169683222799	0.3586196010671726
ATP5MC2	1.1432191921712338	2.0514578144791362e-13	1.520445262456953e-08	0.44057018610708704	-379.83657244194615			0.15563744740607185	1.36903409251975e-12
ACADM	-0.44980133342154843	0.00874384573708446	0.009289357820253152	0.5925397805698769	-456.9302163632765			0.1715548179497651	0.019583818876894647
RPL27	-0.11616467894718342	0.4155134946415656	0.23879624264398772	0.38819751782625544	-362.52565952854184			0.1426682286021839	0.5053661220441397
RPS15	-0.03681085087308688	0.821680907734634	0.0666712568211884	0.5172880127803999	-417.97764327889945			0.1633253664264942	0.8639538804798241
ENO1	1.8225321138149646	1.4286256171259589e-40	0.2338637894913302	0.36053691876138183	-360.62501734402804			0.1366622409141302	2.8601667967358482e-39
CYCS	1.152800281109524	4.508485115624809e-14	0.029045685612302346	0.4667891908415065	-411.5066305617979			0.1527815551434349	3.204944853933288e-13
GPX1	0.7063095841538966	0.0003132905370974411	0.04203639182739222	0.6275306756437352	-395.4018754371657			0.19597635309422498	0.000985057746450608
RPLP0	-0.26875943503997174	0.10837755973297604	0.057877823029266785	0.5335615693058341	-428.07976913597645			0.16739624693357918	0.16690484473791128
TCP1	-0.32643392252772424	0.09648088493518465	0.039694079534075014	0.6838610713039036	-430.37517069106354			0.19639150612064743	0.15192254915155082
CYP2D6	-1.194780650467664	8.326444594052907e-14	0.07151468274558523	0.5024717172152984	-421.2331968837141			0.16004979928572333	5.834458676261358e-13
RAP1A	0.13437058787757863	0.4701051628773357	0.1131159677393175	0.6292635689661193	-427.79555914975253			0.1860295001230649	0.5583210227393055
CGN	0.1379934508739311	0.4759077033278044	0.06766218897261174	0.6411448524059497	-417.3711051620676			0.1935663780894015	0.5645289685182299
SELENBP1	1.4355514182711664	2.107197894938783e-27	0.15311225493635658	0.34845627914205024	-354.55465281218085			0.13237033103780826	2.7054930248904957e-26
RPL23	-0.17606701891060214	0.302514393866141	0.1002822258578214	0.560160217859512	-434.43242051577226			0.170763720421167	0.39306837136779377
PPIA	0.2843867638540707	0.09109928436766104	0.11241095139441201	0.5182739380056505	-412.2401045466265			0.16831331263279897	0.14578857743013945
C4A	0.4916487580352338	0.009497767193977422	0.11642111336551489	0.5533138432394169	-355.4974212754853			0.18956249148815843	0.021032301619168962
RPL13A	-0.08481920680492147	0.612332146309067	0.008289873860797384	0.5556795513863918	-437.59801312668105			0.16737969566628047	0.6857281227502222
ADH1C	-1.2109092804491546	2.5027872329037884e-17	0.10369461604506049	0.4126351506385992	-393.67450030373584			0.14300327130450982	2.1727736951138198e-16
BHMT	0.45176494227595393	0.0006971904861504801	0.2534516708277703	0.35693032559643145	-363.3261943904222			0.13323720601547231	0.002060071888294039
ASS1	2.5627741056841176	1.3416843586762987e-122	0.040214055641926975	0.24141698124938993	-288.83960866548045			0.10883570834849293	6.580961779307245e-120
RAB11B	0.03899383522744258	0.8137054365363489	0.10705547942189392	0.5191060502660735	-413.597900691276			0.16547457526027587	0.8583279927335035
ARPC4	-0.09771182024892389	0.6074333258383	0.0029882738108125764	0.5702637776105675	-372.33277878150557			0.19019678473958868	0.6810195344541398
RAB7A	0.18632278261979973	0.30063061077720143	0.14327797461373679	0.5822281633468691	-430.48131334281334			0.18000774802949226	0.39113876548068255
UGT1A5	-1.541476613488276	1.1352145245681131e-36	0.003574105047015586	0.30093912391202293	-329.5748351712034			0.12186691834790638	1.9200783596574464e-35
RPS13	-0.18821308989963545	0.2812408162199108	0.08614363418197801	0.6083859141936397	-463.92338818107373			0.17466986367344062	0.36835412645091126
HSPA1A	-0.3873225805276593	0.018688592973194064	0.04841054213586419	0.4973853037806086	-388.8156750429366			0.1647000248714929	0.03851577669475499
CYP2D6	-1.8751628039063217	5.986168343597543e-47	0.00016802534517771855	0.338894117241356	-346.92941277702016			0.1303108208133439	1.4681077862672973e-45
H1-0	0.7202143364403042	1.559459239803497e-05	0.056389521874208044	0.5452729328063084	-431.06800641591167			0.16671173520607446	5.7948087660879953e-05
H2BC5	0.3093989527566808	0.06697952165681635	0.06415337208861288	0.5757327814997288	-452.95034549173056			0.1689032778482128	0.11270482117553489
PNP	0.344684986755498	0.0853408181688023	0.24327805182982776	0.6257021649324833	-383.4731995588859			0.2003395125261002	0.13792313447050256
ATP5PB	1.7785528826877879	8.913854619923769e-44	0.04901453051959391	0.33535975604475976	-353.9579602914107			0.12817914533150557	1.987384405033004e-42
HNRNPD	0.12890642906237562	0.43553320993119593	0.0023613448187876757	0.526415332118478	-416.6848945009649			0.165315898926158	0.5229597049479844
DDX3X	0.7729182183950563	3.1669986974657967e-06	0.3299836906266479	0.5048740564273311	-400.8923485576088			0.16587363494788532	1.2945107175891445e-05
FTCD	1.8985071092711605	2.779299260953446e-66	0.003015009569573448	0.24747002764595077	-290.1358362602359			0.11039529391542452	1.4349960921028057e-64
CCT3	-0.3489144562331968	0.03833514486608983	0.016931867957782065	0.5416591308403228	-419.8187320759823			0.16845572739890016	0.07136010837501731
SND1	0.0879313715083969	0.5309219719993544	0.27913229581179627	0.38742777397352596	-371.8134898964047			0.14033111922821997	0.6127464170957255
CYP51A1	0.7174034753643462	0.00011089084868915855	0.15144907394801754	0.5800257943456065	-392.98586484567056			0.18559444368982286	0.0003725476800139196
TUBB	0.6334732057429512	0.00027908204703824715	0.123305949457951	0.4917791463316436	-357.7030442333796			0.1743193776364405	0.0008860177609855031
UGP2	-0.3213895509823118	0.05437092655233405	0.028788012111716915	0.5455396676615049	-432.79594387561815			0.16705370550227075	0.09457070735432571
UBA1	0.4177601221677922	0.033667834773188104	0.02785078877878128	0.6612974086925867	-420.65037213996527			0.19668299973241257	0.06438235070662288
SSR4	0.6749730800106155	0.0001912853375187426	0.02281894228861199	0.6458623674203477	-468.3169789399826			0.1809455130854895	0.0006193099541448399
BCAP31	-0.08381491525540925	0.6261355541450442	0.07458537808047297	0.5622874499009002	-418.96746762114003			0.1720433413578543	0.6987929222028308
SLC25A1	0.7256192281380199	2.9295825812567305e-05	0.023217923155019624	0.5805238901331601	-438.66341026095574			0.17363996680550361	0.00010527181363417043
SEC14L2	-0.7433887817835996	2.3336463930364843e-07	0.1806760905309971	0.41283293922261743	-385.4781979570398			0.14377271654371052	1.0549802357459866e-06
SNRNP200	0.2908245368858774	0.1253274073305515	0.08671156118947185	0.6051169078980841	-410.0703759219808			0.18973530911613362	0.18885742947967898
PSAP	-0.2465792933430125	0.1753050239757663	0.06893820939952881	0.5726400585741036	-392.38984146660425			0.18192990351742888	0.25216162539622694
TMED4	0.6421196275415125	0.00045134916297334134	0.09042189952842757	0.5756819261417947	-399.2670663325471			0.18304006216438082	0.0014011820534077463
DNAJB11	0.2958006423665077	0.06607536283057411	0.17533275129397927	0.4365951438874518	-352.7448546532378			0.160943848587864	0.11153550074108437
PRDX2	-0.11539512761258398	0.5041819206358896	4.195693854105083e-08	0.5957319838890415	-452.2205112595193			0.1727667777676762	0.5874138529023845
CS	-1.3622171295949979	2.4443297080656606e-17	0.03474199210062957	0.49184177028279263	-404.7031092722211			0.16081979914745884	2.1409709317967974e-16
PSMB4	-0.03989440672617178	0.8228345932264166	0.05717121564185322	0.49305816236049393	-349.8948865678782			0.17817904011627708	0.8642406166542984
TRAP1	0.6045687471741671	0.0005667726788300501	2.9071188634046026e-08	0.6003826647588294	-442.0577272644248			0.17538799011071024	0.001716061722013207
RPS9	0.03859427512814425	0.8208891151264487	0.008951478816873571	0.5785109477453912	-449.94769827236723			0.1704682388947633	0.8639538804798241
KHSRP	0.5163193396104029	0.005192343749688965	0.0009382709708402595	0.5955506653498944	-404.6591001624796			0.18473940332562144	0.01242363224010945
CCT4	-0.43684042932019285	0.013116616070437136	0.038523639542591796	0.5366584449829428	-388.7381160085473			0.17610363449565952	0.028404857318098966
ALDH16A1	0.2101297792573209	0.24873155062451935	0.04284049557901231	0.5616508229557793	-389.82017923469994			0.1821772634325803	0.3328862908085313
MGST1	-1.2572652868985106	1.3680049943016146e-21	0.17177631108090016	0.3473642925543191	-355.85485254468335			0.13172704260471105	1.3694009177651877e-20
VDAC3	0.45601654291952226	0.0007254514472981449	0.2427492924791925	0.35476287860757577	-349.4117778080931			0.13492511149270964	0.0021213511582611365
SARDH	1.0038997352209547	5.809792725514349e-15	0.2014186667314109	0.3251988050522404	-339.76634425009615			0.12857305783250997	4.285268168217726e-14
SDHB	1.6730083769844537	2.8570402320454935e-38	0.018279806485496954	0.33967305169149464	-353.80840153110944			0.12933986807273004	5.190289754882646e-37
RPL15	0.12437207440475703	0.4793342710846954	0.043762749163526564	0.6058111450932092	-456.60623442887845			0.17582230286694103	0.5672218575803211
STEAP4	0.12790624389611233	0.4013894476634804	0.31431676859152163	0.3730005082078821	-305.03002170058994			0.15242497027448487	0.49405652215542567
RPS5	0.25242620677812905	0.11668926350372566	0.27884513347253276	0.4593267533407956	-374.2749668888405			0.1609016818207504	0.17775181288378086
NDUFS2	0.749545242136911	8.092326786081324e-06	0.030691361305672286	0.5231746335566181	-408.38274535300343			0.16795679073316208	3.125422274466842e-05
COX6C	1.0574221107407045	9.653907472538756e-12	0.03481222433317156	0.478864546262561	-410.2949549012926			0.1552391090643876	6.06954614748758e-11
SLC25A11	0.5361577264870202	0.018649641435560506	0.09556469096964054	0.8298853322030306	-440.3820425450317			0.22791353764783903	0.03851577669475499
SURF4	0.4289579294975635	0.029044596409101116	0.14980384243846487	0.5904508651361411	-351.7981349489686			0.19651001942823876	0.05662919313825668
ACTN1	0.042309700023017836	0.8122491730852784	0.10804526442930548	0.5263531029385511	-372.01847722724983			0.17812701308980064	0.8577141429458107
QDPR	0.04392567622368373	0.7918099686899317	0.02986419513948872	0.5462527740658792	-437.55793664927796			0.16640971882229208	0.8415661747397866
CHDH	-0.5705689891786864	0.0007117863105283362	0.007674085381171749	0.5452126020008202	-433.8964935196857			0.16855811933108517	0.002096883995880774
RPL19	0.067555969597697	0.7185399053565401	0.037437651986964735	0.6146428448339321	-412.00008172466744			0.18744154745556937	0.7771638888145158
PSMD11	-0.21502207079663108	0.23250871347143587	0.19032469752060543	0.593590399134181	-431.97403828112056			0.18009734127391305	0.3157119815451755
CENPV	-0.03745251903740533	0.8326705650636661	0.026766936960256282	0.5383045820804402	-382.2564176564251			0.1772667676976004	0.8717714240421094
FIS1	0.20327898588942828	0.2156455284320028	0.005534258541334762	0.4943323399892868	-399.94493613684654			0.16417427532391476	0.29711834746038585
SEC14L4	0.05002295704125302	0.7775709142885597	0.0948070237690676	0.5830148947258017	-440.7255169242453			0.17708121802422847	0.8300294525757096
ARG1	2.5862194972946178	2.3238686278517786e-86	0.023661011135843357	0.33606231808205483	-346.6551177381125			0.131305451787381	2.2797151239225947e-84
NDUFA12	0.2557424641160056	0.18738403595622244	0.03607728526560473	0.5846338854000258	-376.7566149394364			0.1939856863403306	0.2660256718857514
CAND1	0.21879246235686498	0.24710468697728583	0.11886110908664774	0.6158319099484937	-424.017236412019			0.18903618268795874	0.33116078951464123
EGFR	0.365627921828187	0.048788958568373716	0.03134070716936158	0.6333161312626538	-421.7922275913302			0.18555730280477067	0.0870217606464993
SPTBN1	0.5057874522629404	0.0016512888363356413	0.19239434950792988	0.497346054286986	-411.6253267895563			0.16073625076466294	0.004499762079014622
HNRNPAB	0.30351649715230317	0.07438072550787621	5.854655288696468e-11	0.5634774123147697	-433.5432340925406			0.1701073625615412	0.12304804675080365
SAR1B	-0.09519718132795577	0.5512561882090079	0.04082050200120634	0.48037022781698857	-400.4478650870651			0.1597592988553173	0.6273576805487665
VDAC1	0.8729029001810326	2.3916268269979553e-08	0.040504526021939824	0.4578443252646307	-395.63474069005997			0.15640665123071965	1.1849423824671687e-07
ACACA	0.6010959503636312	0.0002133399573627915	0.07915478205025021	0.4931983971456435	-400.6182438497517			0.16234109337939934	0.0006839428044865963
TAF15	0.27565949028617226	0.08752292369748711	0.0002361376595954505	0.5092486206344295	-406.84332206486556			0.161335375933119	0.14075407892989322
LRRC59	-0.9175017274614443	9.90461651852086e-11	0.12504671348891924	0.3946601526616144	-377.42721013026926			0.14184369503250682	5.960999266668075e-10
ACLY	1.3847312562498524	5.50762260665488e-25	0.10386822122989148	0.3535727534932587	-354.27465801751623			0.13413167263432424	6.432116401343378e-24
SEC23A	0.07155805724030025	0.6986269310580795	0.07686531792939498	0.6555281485969089	-456.46960274592425			0.18482114219229948	0.7631993534164544
MTHFD1	-0.31487660282483776	0.06253278806101722	0.1136688359919453	0.5663672273965008	-445.7438321410127			0.16906135518768095	0.10687223882902074
GDI2	0.5972532748771254	0.00048025417361346963	0.14682501613330678	0.5387925206444063	-423.00274304394543			0.1710575249087519	0.0014768944962846823
SSR1	0.36825910212688057	0.003461851987319132	0.225826537892757	0.292597048147476	-308.24440178349914			0.12596766315507812	0.008663461223367521
SDHA	1.6224542707347025	3.58801609038279e-32	0.026098052038882578	0.3795896791560034	-375.0264861355554			0.13741366189670084	5.415144284100795e-31
MCCC2	0.5034876489597759	0.02090150787074412	0.025753476309690746	0.826242142032952	-461.15002699835793			0.2179827759259876	0.04254020585311199
IQGAP2	-0.3931458311218287	0.009292110777587726	0.15074450777769735	0.4558590121274	-407.43173532387664			0.15114507603327226	0.02067020560728698
PSMD6	-0.16986595593241866	0.37759933276960356	0.04815312258500837	0.6114273855810046	-385.3882714329927			0.192520141025782	0.4694866228732333
PDHB	-1.6834237914075028	2.514093769324729e-34	0.0007742334236625036	0.3842983229637034	-371.622315460633			0.13779059137529776	3.977945141463805e-33
VDAC2	1.2265453159164255	2.852061292103389e-15	0.005208238525026319	0.46758035860618685	-399.0525048263869			0.15531367055872822	2.135780250040782e-14
PRXL2A	0.6043317070978187	0.0019127040496965382	0.1374396746939667	0.6163916525079621	-394.7507978683907			0.1947282065182035	0.005154219089003614
ANXA7	0.36025914100344675	0.04169957753258982	0.13822804272945766	0.5819290246001171	-424.60796041358617			0.17690060924180062	0.07646221599901049
VCL	0.378731861313587	0.036995253875095925	0.1896909996294886	0.6109554824453025	-444.29093214721956			0.18157487614941215	0.06939262724946292
LCP1	0.29512931059194064	0.06924784304553781	0.1076406059352957	0.4649594355334748	-376.54267479388614			0.16244463720152377	0.11572765592448483
PSME1	-0.2326199237177528	0.16762037525704432	0.12108708891771669	0.5107877770918817	-392.2169841105724			0.16857854369352687	0.2436082787069044
NADK2	0.4259549366458011	0.042031087186995365	0.06750745113725892	0.6409416134525228	-360.7887668557087			0.20949851316331744	0.0767841002843749
MTDH	0.16610345997468734	0.4162444715715238	0.10544349450369005	0.6913154684227304	-412.0349107427851			0.20432087666052073	0.5053661220441397
ST13	0.07226051326788134	0.7151372380629171	0.018210415777074065	0.607548386361355	-377.65912682462033			0.19799278041429583	0.77534150054736
SAMM50	0.6371598036708728	0.0003131900663400254	0.15683186573572735	0.5632091100015973	-401.76798351794764			0.17678560628175355	0.000985057746450608
MYH9	1.018282656415005	1.729856934080629e-13	0.21908318798618515	0.36472248558149584	-360.93883207610133			0.13820020597674373	1.1703376912642048e-12
NDUFA6	0.996124282417123	1.0140696321413193e-09	0.0361561688019519	0.4924005642000914	-396.38374117455237			0.163107082241736	5.588777017587833e-09
ACO2	1.4576468582453888	5.123467067806695e-23	0.0030371249618122587	0.43852410031003575	-401.8083739070182			0.14754688872204663	5.647327183728503e-22
TOMM70	-0.08204951519505455	0.6243748239508017	0.002204887988126895	0.5419368889215737	-427.6695919208594			0.1675644104513094	0.6976215288106338
AP2M1	0.5149565792736392	0.004455856327060869	0.05498258000964413	0.5789604267525325	-403.2366632247167			0.1810711360410349	0.010774402402220674
PDIA5	0.7930332466285375	1.3006541809219984e-05	0.12985469206576056	0.6240366170646086	-439.5418382057976			0.18188856805950857	4.8700066850552686e-05
ATP5PF	1.8023820670642914	1.114478963485534e-36	0.02099767889157726	0.40000835476648267	-379.3132374780912			0.14247741253834384	1.918076952946156e-35
RGN	-1.3622289408904953	1.1205204224045186e-16	0.03680571316709253	0.5110005178821677	-410.7772654962264			0.16429691238512775	9.23723138133473e-16
ACAT2	0.7149103200515388	3.180737705045608e-06	0.16695062628172844	0.4752164817617028	-417.6828647428774			0.15345408339503733	1.2947318210164902e-05
LRPPRC	0.6294947032827803	0.00019941389157340423	0.14309475613578612	0.5537335697203234	-430.3483214755563			0.16923002319411568	0.0006435033803733867
LARS1	0.4003224657965267	0.03133094692943434	0.196416709843669	0.547461566526391	-349.8711137534855			0.18595052881070834	0.060503265625541515
ISOC1	-0.1419875384581115	0.4388759429119561	2.28883332276057e-08	0.5730575905774149	-387.5734110747479			0.1834244513402625	0.5263292175997909
SF3B2	0.4094848968409494	0.029093897392131873	0.005012775549716196	0.583873750211151	-372.9013116416422			0.18764671602141297	0.05662919313825668
PRDX5	-0.2890404831106965	0.06728984444522321	0.014251174363077993	0.5034254872091447	-422.3427554534719			0.1579686501460902	0.11303311198760953
ACSL5	-0.5498606713304488	0.0006753454855062779	0.07232546048386806	0.5222817838893239	-435.24350321577185			0.16175240205729982	0.002013720125476166
SFXN2	0.45517739759628106	0.016973478387190124	0.06909848998399283	0.5521310874365775	-344.5052203574994			0.1906676500299828	0.03542762191028407
ABCC2	0.009962086342852774	0.9538904878278968	0.17567577714976032	0.4595156610432176	-327.2678609033892			0.17228913398302867	0.9656155142211151
FLNB	0.33054333212049475	0.04006358598412576	0.1637346452845183	0.48042996480903694	-397.56300255735437			0.16099776160304113	0.07429561030326536
SHMT2	0.6207343435719783	1.5304884409781237e-05	0.15018478745567476	0.4015559153392219	-376.1036556198146			0.14354714970286142	5.708780078325245e-05
ATP5F1A	1.831839790003295	6.066320007619035e-68	0.021962860804586173	0.22700522292567787	-276.79340252490056			0.10517173462590984	3.306144404152374e-66
ECHS1	0.9526090635330853	1.0102469425461434e-08	0.07969432750196241	0.5367115431072312	-428.39144019432683			0.1662784337827206	5.1349857545998276e-08
RPLP2	-0.18543810903733662	0.20993449941366515	0.08678891247542027	0.4380147901299637	-399.1685918579451			0.14790728977411416	0.29129770063537047
APOOL	0.01283230550668753	0.9467037044111891	0.04005176543062037	0.6082447278970317	-400.83762112537215			0.19196603043548974	0.9643991007553235
ASL	2.1334897213286417	1.0947851695678916e-74	0.049607786116004894	0.2768595074350116	-315.3185432180371			0.11668141758671999	7.159895008974011e-73
CLYBL	0.676627919449575	5.675652365608504e-05	0.0044595685527171565	0.49932501209198055	-381.2509813722379			0.1680685126225714	0.00019604982291063176
UQCRC1	1.3130575026479445	6.541952660160383e-24	0.04600812075483131	0.3408816461398785	-350.9244272380665			0.1302196639187214	7.292790408656063e-23
HADHA	-0.18061922883164602	0.2607158857245878	0.1503223421563021	0.5090625909282338	-427.70112834503584			0.16059315079216924	0.3470315928030131
ATP5F1C	1.812854400303007	3.0700467190477293e-40	0.11674076927224199	0.37599130626151495	-372.71043806133434			0.13652176928928392	6.023431662771645e-39
LYPLA1	0.2986055092778507	0.09390946679734186	0.09102596819346344	0.5893413503731686	-419.53722369725733			0.17825851166270532	0.14906988176082908
NDUFS1	1.4216242781713568	2.3840033063416817e-20	0.04138130762325123	0.4588795445041287	-403.32772477306276			0.15379596934866727	2.362330549011303e-19
CPS1	2.1544144704065924	1.787862661087469e-55	0.10405646593648663	0.34954429604095033	-348.4647790079939			0.1373167152841128	5.314828092505477e-54
NOP58	0.26470490134560876	0.11890073604662321	0.16853601480700828	0.463766636046714	-355.7019793339904			0.1697474564015744	0.18010209429408905
NDUFB3	0.6694206516430271	3.3349044546325743e-05	0.11287284307760082	0.48883868803801805	-399.33397404504103			0.16133331202914497	0.00011853410398530999
PECR	0.7394847817994094	1.7188906105570909e-07	0.08085976927684825	0.39884050068748117	-379.0417947002338			0.14146259054474927	7.879587331572459e-07
ATIC	0.4079871682325042	0.0448498846631056	0.13412123639717494	0.6638735811882254	-389.7877816678807			0.20337738666523836	0.08072979239359007
PSMD1	0.05177405223665475	0.7973053447940586	0.20988776564166997	0.7591779790070937	-479.444379196716			0.20158405970702312	0.8464897654144713
NDUFA10	1.5332579569789528	1.7565960912590303e-25	0.015564818254211125	0.4287981986332339	-393.48474093325717			0.1469653316135324	2.0761695970182034e-24
COQ8A	0.5858502207332317	0.0006237196695506017	0.20407446840801652	0.5299326506627409	-401.4302931236034			0.1712469345615403	0.0018711590086518052
FH	1.4991440412488501	2.001483199522457e-27	0.13015150999508587	0.37154382344528514	-368.6253732182781			0.13817416997670168	2.617940024975374e-26
COPA	0.4328507724168582	0.008885080760107633	0.12708580688328944	0.5061305907716418	-406.9101645593423			0.16543472355413513	0.01985481600379405
MPC2	-0.7710408805283291	1.1804089442012417e-06	0.051872229678183175	0.5046320992254989	-428.2465577324124			0.15868636734339595	5.03470075765834e-06
EPRS1	0.34594946844373525	0.03615941959812438	0.1018490731531753	0.5122080989585428	-406.71736656544545			0.16512074893074202	0.06821613581876926
MTARC1	0.532910353400541	0.0003011995846952277	0.13632491065525365	0.37593739149455285	-319.5200155168959			0.1474463522639099	0.0009531509438258657
PRDX6	-1.1886761225662648	8.152568766317797e-19	0.02627236754381334	0.36019876892870545	-359.2791844524759			0.13419368760628944	7.54497166014883e-18
ACBD5	-0.017482131903836715	0.9202640462439695	0.23461770667877802	0.5272054632968136	-389.61051526924416			0.17464471846448335	0.9423580682310376
GPD2	-1.0092921251182096	3.0349078924518724e-11	0.10889155196686055	0.4145295342841734	-361.1480930423161			0.151890490793116	1.8378053348736337e-10
RAB14	0.31779665921947287	0.10127173445401169	0.07003381688157655	0.6545433120883304	-428.1966788245136			0.19392989445014228	0.15744464579934306
SLC25A12	-0.15921783562076933	0.3306426450916464	0.015070095020540306	0.5374711240915762	-436.1075841032782			0.16366624271728133	0.4223443161912827
SORD	-2.129910171250509	4.336056661717901e-71	0.029189367086249574	0.28874375082508663	-322.29495155994596			0.11947440357140818	2.5021597559678007e-69
RRBP1	1.4130436719559656	4.533109318005047e-24	0.03119953626013023	0.4005411991133535	-389.5950700679			0.13963747504776727	5.111471541336725e-23
FABP5	0.490263965046474	0.01471462078503372	0.09046777113054146	0.70807218928894	-435.83530027771815			0.2009832379413231	0.03144889540330736
MCCC1	0.38351324459618896	0.01791365734623279	0.0941829662212962	0.5063468277160358	-414.2980632051979			0.16199779055887964	0.03707446805201343
ACAD9	0.19909188896511168	0.2629819388305814	0.006776547946622737	0.5583469194583607	-390.8378463606583			0.17786051827948485	0.34910051690500726
AADAC	0.009625922744190447	0.9538520696073918	0.02408678670188588	0.5565589775748033	-443.23046853609935			0.1663366126998471	0.9656155142211151
PPID	0.3187080108661717	0.09622710056109544	0.007222479108590282	0.6208863598425466	-397.11286273070755			0.19159729562722758	0.15188682114085877
ETFDH	-0.2524998091227004	0.09199550582467084	0.18128149979429414	0.4514775846576707	-407.7986147434458			0.14985471509474865	0.14650582989286054
GMPS	0.5900810703321692	0.0031772287545718744	0.048281955538240516	0.556186661915875	-346.3647838707144			0.20002411553253704	0.008053905447635682
GSTM4	-1.9561143787056925	7.03244421520331e-63	0.2014586139987389	0.26555544236935347	-300.09848418743286			0.11687291157913068	2.6533952981209413e-61
HADH	-0.18366209819197726	0.27752206679868197	0.07572951384604391	0.5773277906061111	-454.7883514666719			0.1691331162299187	0.365435097355043
FMO5	-0.9923524778663555	2.1329731198713923e-08	0.014760303650287618	0.6184986281265907	-463.21902912373844			0.1771787535632648	1.0621556500476324e-07
